vehicule_name,Label,Start_time,End_time,Duration,Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z
"208","Conduite non agressive","2026-02-02 15:02:46","2026-02-02 15:03:11",25.03,"[-0.2,-0.2,-2.2,1.1,2.1,-1.4,0.2,-0.2,-0.1,-0.3,-0.2,0.1,-0.4,0.1,0.3,-0.2,0.3,-0.1,1,0.3,-0.2,0.4,-0.3,-0.6,0,-0.1,-0.1,-0.7,1.2,0.3,-1.5,0.9,-0.8,-3.7,-0.3,-3.4,-2.2,-0.6,-1.6,4.1,-3,0.7,0.3,1.5,2.5,3,-0.5,0.2,1,0.5,1.6,0.6,-0.4,-2.3,-4.6,4.3,-2,-2.2,-1.2,-0.7,0.2,0.4,-0.3,-1.1,0.3,0.5,0.2,0,0.1,0,0.1,0,-0.1,-0.2,0.1,-0.2,0,0.3,0,0.1,0,0.2,-0.1,-0.1,0,0,0,-0.1,0.2,0,0,0.2,-0.1,0.1,0.1,-0.1,0.1,0.1,-0.4,0,-0.2,0.2,0.1,0.1,0.1,-0.2,-0.2,0,-0.4,0,-0.6,0,-0.3,0,0.2,0,0,0.2,0,0.1,0.1,0.1,-0.1,0.1,-0.2,0.2,-0.3,0,0.2,0,-0.1,-0.3,0.2,-0.3,-0.2,-0.1,0.2,-0.1,0.1,0.3,0,0.3,0.3,-0.1,0.1,-0.1,0.3,0,0.1,0.2,0,0,-0.1,-0.1,0,-0.3,-0.3,-0.3,-0.1,-0.3,-0.3,-0.2,-0.2,-0.2,0.6,-0.2,0,-0.2,-0.1,0.3,0.5,-0.2,0,-0.1,0.6,-0.3,0,0.2,-0.3,-0.4,0,-0.1,0.2,0.2,0,0,0.1]","[0.8,0.5,-2.9,-0.5,-0.6,1.2,1.7,1.5,1.2,1.3,1.4,0.8,0.8,0.9,0.3,0.3,-3.7,-1.9,-2.2,-2.4,-1.2,-0.9,-0.4,0.4,0.4,-0.2,-1.3,-1.2,0,0,0.8,-0.3,-1.4,0.1,-0.6,-0.3,-1.1,-1.5,-0.2,-1.4,-0.9,-0.4,-1,-2.4,-2.7,-1,-0.8,-0.7,-0.3,3.4,-1,-0.1,0.1,0.1,-2.9,-3.9,-0.2,0.5,0.8,-0.2,-0.6,-0.1,-1.5,-0.6,0.2,-0.6,0.2,-0.4,-0.2,0.3,-0.8,0.8,0.2,0.6,1.3,0.1,0.1,0.5,-0.7,-0.2,-0.5,-0.4,-0.6,-0.1,-0.5,-0.3,0.2,-0.2,-0.1,0,-0.1,0,-0.1,-0.3,-0.3,0.6,0.1,-0.2,-0.1,-0.1,-0.2,0.3,0,0.2,0.1,-0.1,0.4,0.7,0.4,0.3,0.2,0.5,0.4,0.2,0,0,0.3,0.5,0.2,0.1,0,-0.6,0.5,0.1,0.3,0.1,-0.1,-0.4,0.3,-0.5,-0.4,-0.6,0.2,0,-0.1,-0.6,-0.2,-0.4,0.2,-0.7,-0.5,0.2,0.6,0,-0.3,0.2,0.4,-0.4,-0.5,0.1,-0.2,-0.2,0.4,0.6,0.1,0.3,0.3,0.6,0.1,-0.2,-0.1,-0.4,0.3,-0.1,0.7,0.8,1,0.4,0.1,-0.4,-0.3,-1.2,0,-1.2,1.3,-0.4,0,-0.6,0.1,-0.1,0.3,0,-0.4,0.1,-0.3,0,-0.1]","[-1.6,-0.4,-1.9,0,-2.3,3.7,0,-0.5,-0.3,-0.3,0,-0.1,-0.5,0.1,-0.3,-0.7,-0.1,1.2,1.8,-0.3,0.4,0.3,0,0,0,0.1,-0.2,0.8,2,-1.6,2.3,1.4,-0.1,1.2,-0.1,-2.5,-1,-1,7.8,1.5,-0.1,-2.8,-2.1,1.2,1.3,0.6,-1.8,1.5,0.4,-2,0.1,2.6,-1.4,-1.7,1.7,-4.8,1.8,0.9,-0.7,1.1,0,0.8,1.6,-0.1,0.3,0.1,0.8,0.4,0.2,0.7,-0.4,-0.3,-0.5,-0.2,-0.4,-0.9,0.3,2.3,0.4,1.5,0.7,0.5,0.6,0.7,0.4,0.5,0.6,0.5,0.1,0.2,0.1,0.2,0.2,0.1,-0.1,0.4,-0.2,-0.5,-0.5,0.3,-0.2,0,0.3,0,-0.3,0.1,-0.5,-0.3,-0.4,-0.5,-0.5,0,-0.5,-0.2,-0.5,0.4,-0.1,-0.3,0.6,0.1,-0.3,-0.4,-0.1,0.3,-0.3,0.5,-0.1,0.5,1,-0.4,-0.2,0.3,0.8,0,0.2,-0.4,0.3,0.3,0.6,0,0.3,0.4,-0.2,0.2,-0.1,0.4,0.5,-0.1,-0.2,0.4,-0.4,-0.3,0.3,-0.4,-0.6,-0.2,0.3,0,-0.6,-0.7,-0.8,-0.7,-0.4,-0.6,-0.9,-0.5,-0.1,-0.1,-0.1,1,0.8,0.7,1.6,-0.3,1.9,0,-0.3,0.2,0.4,0.2,0.7,0.8,0.1,0.3,-0.1,0.3,0]","[2.1,-1.9,0.8,-37.2,2.3,-8.7,1.6,-1.9,-1.8,2.6,0.2,-0.6,-4.6,-1.4,2.6,-8.5,-6.5,7.1,5.1,-7.9,-2.4,2,1.5,-0.1,5.5,-9.2,3.7,26,113,16,-65.8,-117.8,47.8,-12.8,-44.2,36.9,95.8,-23.9,49.8,125.1,61.9,42.8,-20.5,21.5,25.5,43.7,-28.7,59.9,-10.2,-8,0.1,98.3,55.6,114.6,188.1,-37.7,18.5,77.6,-53,-53.4,-50.5,-32.2,-11.6,-38.6,0.1,-1.9,-0.1,1,0.6,0.4,-1.5,-1.7,0.5,3.4,2.1,-1.7,-3.1,-1.5,0.4,0.9,-0.4,0.1,0,0.8,0,-0.6,0.9,0.1,-0.1,-1.3,-0.8,-0.1,1,0.2,-1.1,-1,0.7,0.5,-0.1,0.2,0.5,0.2,-0.5,-0.1,-0.6,-0.2,0.8,0.3,0.3,0.3,0.8,0.4,0.4,0.2,-0.1,-0.6,-0.4,0,0.8,0.3,-0.5,-1,-0.3,0.7,0.3,-0.1,-0.3,-0.8,-0.3,0.4,0.5,-1.1,-0.2,0.8,1.3,0,-0.6,-1.2,-1.1,0.5,-0.1,0.7,1.3,0.3,0.1,0.7,0.2,-0.5,-0.4,-0.7,-0.1,0.4,0.3,0.8,0.5,-0.7,-0.5,0.1,0.8,0.2,-0.5,-1.1,-1,0.7,-1.2,-2.7,2.3,1.3,-1.2,-2.7,0.7,0.3,-0.1,-4.2,-0.8,5.4,1.8,-1.6,-1.5,-0.2,0,1.6,-0.2,-1,-0.7,0.6,1.1]","[2.8,3.3,-23.1,-19.6,0,-15,5.3,-1.1,-1.7,0.6,3.8,-1.7,-3.1,-1.9,1.3,2.9,-16.8,4.7,-6.4,-0.1,-4.5,-3.3,-2.7,-4.7,-1.2,3.5,7.3,28.4,20.2,48.4,-71.8,-100.8,155.1,-59.2,55.9,-120.4,-24.3,73.2,91.6,117.7,-11.3,-48,-90.5,19.5,-128.3,-73.9,56.9,-61.3,3.8,24.5,71.2,90.3,12,81.5,-47,29.9,30.9,71,44.8,11.1,7.6,9.1,-0.7,-3.8,-0.3,0.3,-1.1,-1.3,-0.4,-1.1,-0.3,0.1,-0.6,0.1,0.9,-0.7,1.1,-1,0.1,-1.7,0.2,-0.4,0.3,-0.1,-0.2,-0.3,0.8,-0.6,1.7,-0.7,-1,-0.1,-1.1,0.8,0.1,0.8,-0.5,1.4,0.1,0.6,0.3,0,0.6,-0.5,0.7,0.6,0.4,0.2,0.9,0,1.2,1.2,0.6,1.5,1,0.7,1.1,0.1,0.5,0.1,0.9,0.9,0.1,1,0.4,0.8,-0.1,2.3,-0.2,1.4,1.7,0.4,0.6,0.4,0.9,1.4,1.2,0.5,-0.8,0.2,-0.2,-0.9,-1.2,-0.9,-1.2,-1.4,-1.9,-1.9,-1.1,-1.1,-1.1,-1,-1,-1.1,-0.3,-0.8,-0.7,-1.5,-0.9,0.5,-0.6,0.4,-0.7,-0.9,0.5,-0.4,-0.8,-0.4,-0.4,0.1,1.4,1,-2.2,0.6,-1.3,0.5,-0.7,0.4,-0.4,-0.4,0,-0.2,-0.1,0.5,0.3,-0.2,-0.3]","[-1,-2.1,30.7,12.5,11.4,6.6,-6.5,0.5,1.2,1.5,-2.9,0.9,-2.1,0.1,-2.9,1.8,3,1.5,8.6,-2.2,1.7,-0.4,1.3,-0.6,4.3,-2,-3,-0.6,0.5,108.4,47.2,91.2,29.2,70.8,121.6,63.2,63,-30.9,19.2,-123.6,-133.6,-164.8,-117.4,-57.7,-58.8,-26.8,-84.6,-66.1,-40.9,52.4,8,20,21.3,59.1,271.2,54,117.7,123.8,-23.8,-15.1,-87.5,22.3,2,22.4,-0.6,-1.4,-0.2,0.7,-1.1,-0.3,-0.6,-1.3,-0.1,0.6,-1.3,1.1,-0.6,0.5,-0.1,1.5,0.4,-0.1,-0.7,-1,0.1,0.2,-1.7,0.1,-0.8,0.5,0.9,-0.6,1.1,-0.2,-0.9,-0.9,-0.2,-1.4,-0.8,-0.6,-0.3,-0.5,-0.3,0.1,-0.6,0.4,0.9,1,0.7,1,0.8,0.3,0.6,0.8,1,0.9,0.5,0.3,-0.3,0.4,0.2,0.7,0.2,0.3,0.8,0.2,0.7,-0.4,0.6,0.2,-0.2,1.2,1,1.3,0.5,0.2,0.1,0.2,0.8,-0.7,0.2,-1,-1,-0.6,-0.3,0.8,-0.3,-0.5,-0.5,-1.1,-1.3,-0.9,-1.3,-1.1,-0.5,0.6,-0.2,0.3,0.4,-1.5,-0.4,-0.6,0.9,0.5,-0.3,0.6,0.2,-0.4,0.2,-1,-3.5,-2.6,1.8,-0.3,0.9,-1.4,-0.1,-0.3,-0.1,0.1,-0.5,-0.4,0.2,0.2,0.2,0.4,0.4]"
"208","Freinage","2026-02-02 15:03:11","2026-02-02 15:03:21",10.11,"[0,-0.3,-0.4,-0.1,-0.1,-0.1,0.2,-0.1,0.1,-0.3,0.1,0,0,0,-0.1,0.1,0.2,-0.1,0.1,0,-0.1,0.3,0.1,0,0,0.2,-0.4,0,0.2,-0.1,0.1,0,-0.1,-0.2,-0.2,0.3,-0.2,0,-0.2,-0.2,-0.1,0.1,-0.1,0.3,0.1,0,0.1,-0.3,0,-0.2,-0.1,-0.2,0.1,0,0.1,-0.2,0.2,0.5,0.3,0.3,0.4,0.1,0.1,0.1,-0.1,0,0,0,-0.1,-0.1,0,0,0,-0.1,0]","[-0.3,-0.4,-0.1,0,0.2,-0.4,0,-0.6,-0.1,0,0,0.1,-0.3,0.1,-0.2,0.1,0.5,-0.4,0.3,-0.2,-0.1,0.4,0.4,-0.2,0,0,-0.1,0,0.1,-0.3,-0.2,0,-0.3,-0.4,-0.4,-0.1,0.1,-0.3,-0.2,-0.3,-0.1,0,0.3,0.2,0.3,-0.1,-0.1,0,0.4,-0.1,-0.1,0.3,0.3,-0.1,0.1,-0.2,-1.5,-2.7,-2.3,-2.1,-2.2,-1.9,-1.2,-1.1,0.1,-0.5,-0.1,-0.3,-0.1,0.3,0.4,0.2,0.1,0.4,0.6]","[0.1,-0.4,0.3,0.4,0.4,-0.1,0.1,0.3,0.1,-0.2,0.2,-0.3,-0.1,-0.2,-0.6,-0.2,-0.1,-0.7,0.3,0.1,-0.2,-0.3,0.2,-0.8,0.5,0.1,0.3,-0.2,0.3,0.3,0,0.2,0.3,-0.3,0,-0.1,0.5,0,-0.3,-0.2,-0.3,-0.3,0.1,0.2,0.1,-0.4,-0.3,-0.3,0.3,-0.3,-0.3,0.1,0.4,0.1,-0.1,-0.4,1.4,2.8,3.2,2.4,3.8,2.9,2.2,1.5,0.4,0.4,0.5,-0.1,0,-0.2,-0.7,-0.5,-0.3,-0.4,-0.6]","[-0.4,-0.3,0,1,0.5,-0.1,-0.9,-0.7,-0.8,0.5,0.9,0.2,-0.7,0.4,0.1,0.1,0.2,-0.3,0.1,0.3,0,0.3,-0.2,0.2,-0.4,-0.8,0.3,-0.5,0.3,0.8,-0.2,-1,-0.1,1.1,0,-0.8,-0.2,0,0.3,0.2,-0.2,-0.1,0.6,0,-0.1,0.9,0.3,-0.1,0.1,0.2,-1,-1.2,0.1,0.3,0.3,-0.8,-3.1,-4.7,0.4,1.7,-1,-0.6,0.3,0.2,1.6,0.9,0.3,0.1,0.4,0.7,0.4,-0.3,-0.1,-0.1,0.9]","[0.3,-0.8,-0.3,-0.4,0.3,-0.2,1.2,-0.3,0.5,0.1,0.4,0,0.5,-0.3,-0.4,0.1,-0.5,0.5,-0.1,0.2,-0.1,0,-0.3,-0.7,0.9,-0.4,0.1,-0.5,-0.2,-0.1,0,-0.4,-1,-0.1,0.5,0.7,-1.4,-0.2,-0.4,-0.1,-0.7,-0.4,-1.7,0.6,-0.4,-0.6,0.1,-0.5,-0.5,-0.4,0.8,0.9,0.2,0.4,0.3,0.3,0.2,-1,-1.6,-1,-0.3,-0.7,-0.8,0,-0.4,-0.2,-0.3,0,0.2,-0.4,0,-0.1,0.2,-0.4,0]","[-0.1,0.6,1,0.8,0.6,0.1,-1,0.2,-0.3,-0.5,-0.4,-0.6,-0.2,0.1,0.3,-0.1,0,-0.1,0.2,-0.3,-0.4,-0.2,-0.5,0.3,-0.6,-0.5,-0.5,0.3,-0.3,-0.7,-0.4,-0.2,0.6,-0.4,-0.1,-1,0.4,0.3,0.1,-0.2,0.9,-0.2,1.9,-0.9,-0.8,0,-1.1,-0.5,0,0.1,0.1,-0.5,0,-0.2,-0.5,-0.2,0.2,0.9,-0.8,-0.6,0.1,0,0.1,-0.3,-0.2,0.2,-0.3,-0.5,-0.3,0.2,0,0,-0.1,0.1,0]"
