"Time","capability"
2026-01-15 10:58:37,0 km/h
2026-01-15 10:59:01,0 km/h
2026-01-15 10:59:25,0 km/h
2026-01-15 10:59:49,0 km/h
2026-01-15 11:00:13,0 km/h
2026-01-15 11:00:36,0 km/h
2026-01-15 11:01:03,0 km/h
2026-01-15 11:01:22,0 km/h
2026-01-15 11:01:41,0 km/h
2026-01-15 11:02:00,0 km/h
2026-01-15 11:02:29,0 km/h
2026-01-15 11:03:10,0 km/h
2026-01-15 11:03:29,0 km/h
2026-01-15 11:03:48,0 km/h
2026-01-15 11:04:07,0 km/h
2026-01-15 11:04:26,0 km/h
2026-01-15 11:04:45,0 km/h
2026-01-15 11:05:04,0 km/h
2026-01-15 11:05:23,0 km/h
2026-01-15 11:05:42,0 km/h
2026-01-15 11:06:01,0 km/h
2026-01-15 11:06:20,0 km/h
2026-01-15 11:06:39,0 km/h
2026-01-15 11:06:58,0 km/h
2026-01-15 11:07:17,0 km/h
2026-01-15 11:07:36,0 km/h
2026-01-15 11:07:55,0 km/h
2026-01-15 11:29:01,0 km/h
2026-01-15 11:29:20,0 km/h
2026-01-15 11:29:39,0 km/h
2026-01-15 11:29:58,0 km/h
2026-01-15 11:30:17,0 km/h
2026-01-15 11:30:36,0 km/h
2026-01-15 11:30:55,0 km/h
2026-01-15 11:31:14,0 km/h
2026-01-15 11:31:33,0 km/h
2026-01-15 11:31:52,0 km/h
2026-01-15 11:32:11,0 km/h
2026-01-15 11:32:30,0 km/h
2026-01-15 11:32:49,0 km/h
2026-01-15 11:33:08,0 km/h
2026-01-15 11:33:28,0 km/h
2026-01-15 11:33:46,0 km/h
2026-01-15 11:51:00,0 km/h
2026-01-15 11:51:23,2.19 km/h
2026-01-15 11:51:47,1.01 km/h
2026-01-15 11:52:07,0 km/h
2026-01-15 11:52:26,0 km/h
2026-01-15 11:52:45,0 km/h
2026-01-15 11:53:04,0 km/h
2026-01-15 11:53:23,0 km/h
2026-01-15 11:53:42,0 km/h
2026-01-15 11:54:01,0 km/h
2026-01-15 11:54:20,0 km/h
2026-01-15 11:54:39,0 km/h
2026-01-15 11:54:58,0 km/h
2026-01-15 11:55:17,0 km/h
2026-01-15 11:55:36,0 km/h
2026-01-15 11:55:55,0 km/h
2026-01-15 11:56:14,0 km/h
2026-01-15 11:56:33,0 km/h
2026-01-15 11:56:53,0 km/h
2026-01-15 12:02:59,0 km/h
2026-01-15 12:03:40,0 km/h
2026-01-15 12:04:03,0 km/h
2026-01-15 12:04:27,0 km/h
2026-01-15 12:04:51,0 km/h
2026-01-15 12:05:15,0 km/h
2026-01-15 12:05:38,0 km/h
2026-01-15 12:06:02,0 km/h
2026-01-15 12:06:26,0 km/h
2026-01-15 12:06:50,0 km/h
2026-01-15 12:07:14,0 km/h
2026-01-15 12:07:37,0 km/h
2026-01-15 12:08:01,0 km/h
2026-01-15 12:08:25,0 km/h
2026-01-15 12:09:17,0 km/h
2026-01-15 12:09:36,0 km/h
2026-01-15 12:09:55,0 km/h
2026-01-15 12:10:14,0 km/h
2026-01-15 12:10:42,0 km/h
2026-01-15 12:11:01,0 km/h
2026-01-15 12:11:20,0 km/h
2026-01-15 12:11:39,0 km/h
2026-01-15 12:11:58,0 km/h
2026-01-15 12:12:17,0 km/h
2026-01-15 12:12:36,0 km/h
2026-01-15 12:12:55,0 km/h
2026-01-15 12:13:14,0 km/h
2026-01-15 12:13:33,0 km/h
2026-01-15 12:13:52,0 km/h
2026-01-15 12:14:11,0 km/h
2026-01-15 12:14:30,0 km/h
2026-01-15 12:14:49,0 km/h
2026-01-15 12:15:08,0 km/h
2026-01-15 12:15:27,0 km/h
2026-01-15 12:28:59,0 km/h
2026-01-15 12:29:18,0 km/h
2026-01-15 12:29:37,0 km/h
2026-01-15 12:29:56,0 km/h
2026-01-15 12:30:15,0 km/h
2026-01-15 12:30:34,0 km/h
2026-01-15 12:30:53,0 km/h
2026-01-15 12:31:12,0 km/h
2026-01-15 12:31:31,0 km/h
2026-01-15 12:31:50,0 km/h
2026-01-15 12:32:09,0 km/h
2026-01-15 12:32:28,0 km/h
2026-01-15 12:32:47,0 km/h
2026-01-15 12:33:06,0 km/h
2026-01-15 12:33:25,0 km/h
2026-01-15 12:33:44,0 km/h
2026-01-15 12:40:58,0 km/h
2026-01-15 12:41:21,0.890 km/h
2026-01-15 12:41:45,1.25 km/h
2026-01-15 12:42:09,7.75 km/h
2026-01-15 12:45:55,19.2 km/h
2026-01-15 12:46:19,39.3 km/h
2026-01-15 12:46:43,3.29 km/h
2026-01-15 12:47:06,29.7 km/h
2026-01-15 12:47:30,0 km/h
2026-01-15 12:47:54,48.1 km/h
2026-01-15 12:48:18,42.3 km/h
2026-01-15 12:48:42,45.7 km/h
2026-01-15 12:49:05,11.4 km/h
2026-01-15 12:49:29,0 km/h
2026-01-15 12:49:53,35.8 km/h
2026-01-15 12:53:24,41.8 km/h
2026-01-15 12:53:47,0 km/h
2026-01-15 12:54:11,34.5 km/h
2026-01-15 12:54:35,0 km/h
2026-01-15 12:54:59,37.8 km/h
2026-01-15 12:55:22,33.0 km/h
2026-01-15 12:55:46,0 km/h
2026-01-15 12:56:10,50.0 km/h
2026-01-15 12:56:34,41.9 km/h
2026-01-15 12:56:57,24.1 km/h
2026-01-15 12:57:21,35.9 km/h
2026-01-15 13:05:08,1.82 km/h
2026-01-15 13:05:32,1.73 km/h
2026-01-15 13:05:56,0 km/h
2026-01-15 13:06:19,0 km/h
2026-01-15 13:06:43,32.8 km/h
2026-01-15 13:10:19,0 km/h
2026-01-15 13:10:43,17.8 km/h
2026-01-15 13:11:06,7.30 km/h
2026-01-15 13:11:48,0 km/h
2026-01-15 13:12:07,0 km/h
2026-01-15 13:12:26,0 km/h
2026-01-15 13:12:45,0 km/h
2026-01-15 13:13:04,0 km/h
2026-01-15 13:13:23,0 km/h
2026-01-15 13:13:42,0 km/h
2026-01-15 13:14:01,0 km/h
2026-01-15 13:14:20,0 km/h
2026-01-15 13:14:39,0 km/h
2026-01-15 13:14:58,0 km/h
2026-01-15 13:15:17,0 km/h
2026-01-15 13:15:36,0 km/h
2026-01-15 13:15:55,0 km/h
2026-01-15 13:16:14,0 km/h
2026-01-15 13:16:33,0 km/h
2026-01-15 13:41:30,0 km/h
2026-01-15 13:41:49,0 km/h
2026-01-15 13:42:08,0 km/h
2026-01-15 13:42:27,0 km/h
2026-01-15 13:42:46,0 km/h
2026-01-15 13:43:05,0 km/h
2026-01-15 13:46:43,0 km/h
2026-01-15 13:47:06,0 km/h
2026-01-15 13:47:30,0 km/h
2026-01-15 13:47:54,0 km/h
2026-01-15 13:48:18,0 km/h
2026-01-15 13:48:41,0 km/h
2026-01-15 13:49:05,0 km/h
2026-01-15 13:49:29,3.41 km/h
2026-01-15 13:49:53,35.2 km/h
2026-01-15 13:50:17,6.16 km/h
2026-01-15 13:50:40,8.25 km/h
2026-01-15 13:51:04,2.49 km/h
2026-01-15 13:51:28,6.55 km/h
2026-01-15 13:51:51,20.8 km/h
2026-01-15 13:52:15,9.54 km/h
2026-01-15 13:52:39,41.9 km/h
2026-01-15 13:53:03,0 km/h
2026-01-15 13:53:27,22.1 km/h
2026-01-15 13:53:50,12.7 km/h
2026-01-15 13:54:14,17.1 km/h
2026-01-15 13:54:38,6.48 km/h
2026-01-15 13:55:02,4.69 km/h
2026-01-15 13:55:26,34.5 km/h
2026-01-15 13:55:49,0 km/h
2026-01-15 13:56:13,8.52 km/h
2026-01-15 13:56:37,21.0 km/h
2026-01-15 13:57:00,22.8 km/h
2026-01-15 13:57:24,18.7 km/h
2026-01-15 13:57:48,0 km/h
2026-01-15 13:58:12,1.04 km/h
2026-01-15 13:58:36,6.76 km/h
2026-01-15 13:58:59,26.2 km/h
2026-01-15 13:59:23,21.7 km/h
2026-01-15 13:59:47,20.6 km/h
2026-01-15 14:00:10,14.0 km/h
2026-01-15 14:00:34,9.21 km/h
2026-01-15 14:00:58,0 km/h
2026-01-15 14:01:22,6.64 km/h
2026-01-15 14:01:46,32.3 km/h
2026-01-15 14:02:09,12.7 km/h
2026-01-15 14:02:33,23.3 km/h
2026-01-15 14:02:57,20.5 km/h
2026-01-15 14:03:21,17.1 km/h
2026-01-15 14:03:44,2.72 km/h
2026-01-15 14:04:08,0 km/h
2026-01-15 14:04:32,0 km/h
2026-01-15 14:04:56,1.37 km/h
2026-01-15 14:05:19,0 km/h
2026-01-15 14:05:43,0 km/h
2026-01-15 14:06:07,0 km/h
2026-01-15 14:06:31,0 km/h
2026-01-15 14:06:54,0.720 km/h
2026-01-15 14:07:22,0 km/h
2026-01-15 14:07:41,0 km/h
2026-01-15 14:08:32,0 km/h
2026-01-15 14:09:21,0 km/h
2026-01-15 14:09:40,0 km/h
2026-01-15 14:09:59,0 km/h
2026-01-15 14:10:18,0 km/h
2026-01-15 14:10:37,0 km/h
2026-01-15 14:10:56,0 km/h
2026-01-15 14:11:15,0 km/h
2026-01-15 14:11:34,0 km/h
2026-01-15 14:11:53,0 km/h
2026-01-15 14:12:12,0 km/h
2026-01-15 14:12:31,0 km/h
2026-01-15 14:12:50,0 km/h
2026-01-15 14:13:09,0 km/h
2026-01-15 14:13:28,0 km/h
2026-01-15 14:13:47,0 km/h
2026-01-15 14:14:06,0 km/h
2026-01-15 14:22:36,0 km/h
2026-01-15 14:23:00,2.75 km/h
2026-01-15 14:23:24,0.0200 km/h
2026-01-15 14:23:48,11.8 km/h
2026-01-15 14:24:12,31.4 km/h
2026-01-15 14:24:48,37.2 km/h
2026-01-15 14:25:11,19.7 km/h
2026-01-15 14:25:35,22.0 km/h
2026-01-15 14:25:59,0 km/h
2026-01-15 14:26:23,33.9 km/h
2026-01-15 14:26:46,49.3 km/h
2026-01-15 14:27:10,38.1 km/h
2026-01-15 14:27:34,0 km/h
2026-01-15 14:27:58,32.3 km/h
2026-01-15 14:28:22,48.8 km/h
2026-01-15 14:28:45,47.1 km/h
2026-01-15 14:29:09,20.6 km/h
2026-01-15 14:29:33,0 km/h
2026-01-15 14:29:57,37.2 km/h
2026-01-15 14:30:20,30.3 km/h
2026-01-15 14:30:44,46.1 km/h
2026-01-15 14:31:08,25.3 km/h
2026-01-15 14:31:32,0 km/h
2026-01-15 14:31:56,68.0 km/h
2026-01-15 14:32:19,69.4 km/h
2026-01-15 14:32:43,68.8 km/h
2026-01-15 14:33:07,68.9 km/h
2026-01-15 14:33:31,50.2 km/h
2026-01-15 14:33:54,0 km/h
2026-01-15 14:34:18,0 km/h
2026-01-15 14:34:42,22.3 km/h
2026-01-15 14:35:05,52.1 km/h
2026-01-15 14:35:29,0 km/h
2026-01-15 14:35:53,33.5 km/h
2026-01-15 14:36:17,32.0 km/h
2026-01-15 14:36:41,42.5 km/h
2026-01-15 14:37:04,32.6 km/h
2026-01-15 14:37:28,18.3 km/h
2026-01-15 14:37:52,20.7 km/h
2026-01-15 14:38:16,2.60 km/h
2026-01-15 14:38:39,0 km/h
2026-01-15 14:39:13,0 km/h
2026-01-15 14:39:32,0 km/h
2026-01-15 14:39:51,0 km/h
2026-01-15 14:40:10,0 km/h
2026-01-15 14:40:29,0 km/h
2026-01-15 14:40:48,0 km/h
2026-01-15 14:41:07,0 km/h
2026-01-15 14:41:26,0 km/h
2026-01-15 14:41:45,0 km/h
2026-01-15 14:42:04,0 km/h
2026-01-15 14:42:39,0 km/h
2026-01-15 14:43:03,0 km/h
2026-01-15 14:43:27,0 km/h
2026-01-15 14:43:50,0 km/h
2026-01-15 14:44:14,0 km/h
2026-01-15 14:44:38,0 km/h
2026-01-15 14:45:02,0 km/h
2026-01-15 14:45:25,0 km/h
2026-01-15 14:45:49,0 km/h
2026-01-15 14:46:13,0 km/h
2026-01-15 14:46:37,0 km/h
2026-01-15 14:47:00,0 km/h
2026-01-15 14:47:24,0 km/h
2026-01-15 14:47:48,0 km/h
2026-01-15 14:48:12,0 km/h
2026-01-15 14:48:35,0 km/h
2026-01-15 14:49:08,0 km/h
2026-01-15 14:49:27,0 km/h
2026-01-15 14:49:46,0 km/h
2026-01-15 14:50:24,4.78 km/h
2026-01-15 14:50:48,2 km/h
2026-01-15 14:51:11,0.770 km/h
2026-01-15 14:51:35,0.920 km/h
2026-01-15 14:52:05,0 km/h
2026-01-15 14:52:25,0 km/h
2026-01-15 14:52:44,0 km/h
2026-01-15 14:53:02,0 km/h
2026-01-15 14:53:22,0 km/h
2026-01-15 14:53:41,0 km/h
2026-01-15 14:54:00,0 km/h
2026-01-15 14:54:19,0 km/h
2026-01-15 14:54:38,0 km/h
2026-01-15 14:54:57,0 km/h
2026-01-15 14:55:16,0 km/h
2026-01-15 14:55:35,0 km/h
2026-01-15 14:55:54,0 km/h
2026-01-15 14:56:13,0 km/h
2026-01-15 14:56:32,0 km/h
2026-01-15 14:56:51,0 km/h

