Time,rpm
2026-01-14 16:01:36,795
2026-01-14 16:03:11,788
2026-01-14 16:03:35,785
2026-01-14 16:03:58,782
2026-01-14 16:04:22,784
2026-01-14 16:04:46,779
2026-01-14 16:05:10,782
2026-01-14 16:05:33,780
2026-01-14 16:05:57,778
2026-01-14 16:06:21,782
2026-01-14 16:06:45,782
2026-01-14 16:07:19,0
2026-01-14 16:07:43,0
2026-01-14 16:08:07,0
2026-01-14 16:08:30,0
2026-01-14 16:08:54,0
2026-01-14 16:09:18,0
2026-01-14 16:09:41,0
2026-01-14 16:10:05,0
2026-01-14 16:10:29,0
2026-01-14 16:10:53,0
2026-01-14 16:11:16,0
2026-01-14 16:11:40,0
2026-01-14 16:12:04,0
2026-01-14 16:12:28,0
2026-01-14 16:12:51,0
2026-01-14 16:13:29,0
2026-01-14 16:13:47,0
2026-01-14 16:14:07,0
2026-01-14 16:14:26,0
2026-01-14 16:14:45,0
2026-01-14 16:15:03,0
2026-01-14 16:15:23,0
2026-01-14 16:15:42,0
2026-01-14 16:16:01,0
2026-01-14 16:16:20,0
2026-01-14 16:16:39,0
2026-01-14 16:16:58,0
2026-01-14 16:17:17,0
2026-01-14 16:17:36,0
2026-01-14 16:17:55,0
2026-01-14 16:18:14,0
2026-01-14 17:09:00,0
2026-01-14 17:09:23,0
2026-01-14 17:09:47,0
2026-01-14 17:10:06,0
2026-01-14 17:10:25,0
2026-01-14 17:10:44,0
2026-01-14 17:11:03,0
2026-01-14 17:11:22,0
2026-01-14 17:11:41,0
2026-01-14 17:12:00,0
2026-01-14 17:12:19,0
2026-01-14 17:12:38,0
2026-01-14 17:12:57,0
2026-01-14 17:13:16,0
2026-01-14 17:13:35,0
2026-01-14 17:13:54,0
2026-01-14 17:14:13,0
2026-01-14 17:14:32,0
2026-01-14 17:14:51,0
2026-01-14 17:16:38,0
2026-01-14 17:17:02,0
2026-01-14 17:17:26,0
2026-01-14 17:17:48,0
2026-01-14 17:18:06,0
2026-01-14 17:18:26,0
2026-01-14 17:18:44,0
2026-01-14 17:19:04,0
2026-01-14 17:19:23,0
2026-01-14 17:19:42,0
2026-01-14 17:20:01,0
2026-01-14 17:20:20,0
2026-01-14 17:20:39,0
2026-01-14 17:20:58,0
2026-01-14 17:21:17,0
2026-01-14 17:21:36,0
2026-01-14 17:21:55,0
2026-01-14 17:22:14,0
2026-01-14 17:22:33,0
2026-01-14 17:24:20,801
2026-01-14 17:24:43,796
2026-01-14 17:25:07,794
2026-01-14 17:25:31,792
2026-01-14 17:25:55,0
2026-01-14 17:26:14,0
2026-01-14 17:26:33,0
2026-01-14 17:26:52,0
2026-01-14 17:27:11,0
2026-01-14 17:27:30,0
2026-01-14 17:27:49,0
2026-01-14 17:28:08,0
2026-01-14 17:28:27,0
2026-01-14 17:28:46,0
2026-01-14 17:29:05,0
2026-01-14 17:29:24,0
2026-01-14 17:29:43,0
2026-01-14 17:30:02,0
2026-01-14 17:30:21,0
2026-01-14 17:30:40,0
2026-01-14 18:03:43,0
2026-01-14 18:04:02,0
2026-01-14 18:04:21,0
2026-01-14 18:04:40,0
2026-01-14 18:04:59,0
2026-01-14 18:05:18,0
2026-01-14 18:05:37,0
2026-01-14 18:05:56,0
2026-01-14 18:06:15,0
2026-01-14 18:06:34,0
2026-01-14 18:06:53,0
2026-01-14 18:07:12,0
2026-01-14 18:07:31,0
2026-01-14 18:07:50,0
2026-01-14 18:08:09,0
2026-01-14 18:08:28,0
2026-01-14 18:16:08,799
2026-01-14 18:16:32,797
2026-01-14 18:16:55,797
2026-01-14 18:17:19,793
2026-01-14 18:17:43,796
2026-01-14 18:18:07,793
2026-01-14 18:18:30,794
2026-01-14 18:19:02,0
2026-01-14 18:19:21,0
2026-01-14 18:19:40,0
2026-01-14 18:19:59,0
2026-01-14 18:20:18,0
2026-01-14 18:20:37,0
2026-01-14 18:20:56,0
2026-01-14 18:21:15,0
2026-01-14 18:21:34,0
2026-01-14 18:21:53,0
2026-01-14 18:22:12,0
2026-01-14 18:22:31,0
2026-01-14 18:22:50,0
2026-01-14 18:23:09,0
2026-01-14 18:23:28,0
2026-01-14 18:23:47,0
2026-01-14 21:11:22,0
2026-01-14 21:11:41,0
2026-01-14 21:12:00,0
2026-01-14 21:12:19,0
2026-01-14 21:12:38,0
2026-01-14 21:12:57,0
2026-01-14 21:13:16,0
2026-01-14 21:13:35,0
2026-01-14 21:13:54,0
2026-01-14 21:14:13,0
2026-01-14 21:14:32,0
2026-01-14 21:14:51,0
2026-01-14 21:15:10,0
2026-01-14 21:15:29,0
2026-01-14 21:15:48,0
2026-01-14 21:16:07,0
2026-01-15 00:03:36,0
2026-01-15 00:03:55,0
2026-01-15 00:04:14,0
2026-01-15 00:04:33,0
2026-01-15 00:04:52,0
2026-01-15 00:05:11,0
2026-01-15 00:05:30,0
2026-01-15 00:05:49,0
2026-01-15 00:06:08,0
2026-01-15 00:06:27,0
2026-01-15 00:06:46,0
2026-01-15 00:07:05,0
2026-01-15 00:07:24,0
2026-01-15 00:07:43,0
2026-01-15 00:08:03,0
2026-01-15 00:08:21,0
2026-01-15 02:55:54,0
2026-01-15 02:56:13,0
2026-01-15 02:56:32,0
2026-01-15 02:56:51,0
2026-01-15 02:57:10,0
2026-01-15 02:57:29,0
2026-01-15 02:57:48,0
2026-01-15 02:58:07,0
2026-01-15 02:58:26,0
2026-01-15 02:58:45,0
2026-01-15 02:59:04,0
2026-01-15 02:59:23,0
2026-01-15 02:59:42,0
2026-01-15 03:00:01,0
2026-01-15 03:00:20,0
2026-01-15 03:00:39,0
2026-01-15 05:48:07,0
2026-01-15 05:48:27,0
2026-01-15 05:48:45,0
2026-01-15 05:49:04,0
2026-01-15 05:49:24,0
2026-01-15 05:49:42,0
2026-01-15 05:50:02,0
2026-01-15 05:50:21,0
2026-01-15 05:50:39,0
2026-01-15 05:50:59,0
2026-01-15 05:51:18,0
2026-01-15 05:51:36,0
2026-01-15 05:51:56,0
2026-01-15 05:52:15,0
2026-01-15 05:52:34,0
2026-01-15 05:52:53,0
2026-01-15 08:40:22,0
2026-01-15 08:40:41,0
2026-01-15 08:41:00,0
2026-01-15 08:41:18,0
2026-01-15 08:41:38,0
2026-01-15 08:41:57,0
2026-01-15 08:42:16,0
2026-01-15 08:42:35,0
2026-01-15 08:42:54,0
2026-01-15 08:43:13,0
2026-01-15 08:43:32,0
2026-01-15 08:43:51,0
2026-01-15 08:44:10,0
2026-01-15 08:44:29,0
2026-01-15 08:44:48,0
2026-01-15 08:45:07,0
2026-01-15 10:23:44,0
2026-01-15 10:24:15,864
2026-01-15 10:24:39,1264
2026-01-15 10:25:03,993
2026-01-15 10:25:26,813
2026-01-15 10:25:50,807
2026-01-15 10:26:14,915
2026-01-15 10:26:50,0
2026-01-15 10:27:09,0
2026-01-15 10:27:28,0
2026-01-15 10:27:47,0
2026-01-15 10:28:06,0
2026-01-15 10:28:25,0
2026-01-15 10:28:44,0
2026-01-15 10:29:03,0
2026-01-15 10:29:22,0
2026-01-15 10:29:41,0
2026-01-15 10:30:00,0
2026-01-15 10:30:19,0
2026-01-15 10:30:38,0
2026-01-15 10:30:57,0
2026-01-15 10:31:16,0
2026-01-15 10:31:35,0
2026-01-15 10:32:42,808
2026-01-15 10:33:06,811
2026-01-15 10:33:30,806
2026-01-15 10:33:54,801
2026-01-15 10:36:10,0
2026-01-15 10:36:29,0
2026-01-15 10:36:48,0
2026-01-15 10:37:07,0
2026-01-15 10:37:27,0
2026-01-15 10:37:45,0
2026-01-15 10:38:04,0
2026-01-15 10:38:24,0
2026-01-15 10:38:42,0
2026-01-15 10:39:02,0
2026-01-15 10:39:21,0
2026-01-15 10:39:39,0
2026-01-15 10:39:59,0
2026-01-15 10:43:24,0
2026-01-15 10:47:58,803
2026-01-15 10:48:22,801
2026-01-15 10:48:46,801
2026-01-15 10:49:10,797
2026-01-15 10:49:33,798
2026-01-15 10:49:57,798
2026-01-15 10:50:21,795
2026-01-15 10:50:45,797
2026-01-15 10:51:08,797
2026-01-15 10:51:32,791
2026-01-15 10:51:56,791
2026-01-15 10:52:20,791
2026-01-15 10:52:43,789
2026-01-15 10:53:07,789
2026-01-15 10:53:31,790
2026-01-15 10:56:39,0
2026-01-15 10:57:03,0
2026-01-15 10:57:26,0
2026-01-15 10:57:50,0
2026-01-15 10:58:14,0
2026-01-15 10:58:37,0
2026-01-15 10:59:01,0
2026-01-15 10:59:25,0
2026-01-15 10:59:49,0
2026-01-15 11:00:13,0
2026-01-15 11:00:36,0
2026-01-15 11:01:03,0
2026-01-15 11:01:22,0
2026-01-15 11:01:41,0
2026-01-15 11:02:00,0
2026-01-15 11:02:29,0
2026-01-15 11:03:10,0
2026-01-15 11:03:29,0
2026-01-15 11:03:48,0
2026-01-15 11:04:07,0
2026-01-15 11:04:26,0
2026-01-15 11:04:45,0
2026-01-15 11:05:04,0
2026-01-15 11:05:23,0
2026-01-15 11:05:42,0
2026-01-15 11:06:01,0
2026-01-15 11:06:20,0
2026-01-15 11:06:39,0
2026-01-15 11:06:58,0
2026-01-15 11:07:17,0
2026-01-15 11:07:36,0
2026-01-15 11:07:55,0
2026-01-15 11:29:01,0
2026-01-15 11:29:20,0
2026-01-15 11:29:39,0
2026-01-15 11:29:58,0
2026-01-15 11:30:17,0
2026-01-15 11:30:36,0
2026-01-15 11:30:55,0
2026-01-15 11:31:14,0
2026-01-15 11:31:33,0
2026-01-15 11:31:52,0
2026-01-15 11:32:11,0
2026-01-15 11:32:30,0
2026-01-15 11:32:49,0
2026-01-15 11:33:08,0
2026-01-15 11:33:28,0
2026-01-15 11:33:46,0
2026-01-15 11:51:00,804
2026-01-15 11:51:23,791
2026-01-15 11:51:47,795
2026-01-15 11:52:07,0
2026-01-15 11:52:26,0
2026-01-15 11:52:45,0
2026-01-15 11:53:04,0
2026-01-15 11:53:23,0
2026-01-15 11:53:42,0
2026-01-15 11:54:01,0
2026-01-15 11:54:20,0
2026-01-15 11:54:39,0
2026-01-15 11:54:58,0
2026-01-15 11:55:17,0
2026-01-15 11:55:36,0
2026-01-15 11:55:55,0
2026-01-15 11:56:14,0
2026-01-15 11:56:33,0
2026-01-15 11:56:53,0
2026-01-15 12:02:59,0
2026-01-15 12:03:40,0
2026-01-15 12:04:03,0
2026-01-15 12:04:27,0
2026-01-15 12:04:51,0
2026-01-15 12:05:15,0
2026-01-15 12:05:38,0
2026-01-15 12:06:02,0
2026-01-15 12:06:26,0
2026-01-15 12:06:50,0
2026-01-15 12:07:14,0
2026-01-15 12:07:37,0
2026-01-15 12:08:01,0
2026-01-15 12:08:25,0
2026-01-15 12:09:17,0
2026-01-15 12:09:36,0
2026-01-15 12:09:55,0
2026-01-15 12:10:14,0
2026-01-15 12:10:42,0
2026-01-15 12:11:01,0
2026-01-15 12:11:20,0
2026-01-15 12:11:39,0
2026-01-15 12:11:58,0
2026-01-15 12:12:17,0
2026-01-15 12:12:36,0
2026-01-15 12:12:55,0
2026-01-15 12:13:14,0
2026-01-15 12:13:33,0
2026-01-15 12:13:52,0
2026-01-15 12:14:11,0
2026-01-15 12:14:30,0
2026-01-15 12:14:49,0
2026-01-15 12:15:08,0
2026-01-15 12:15:27,0
2026-01-15 12:28:59,0
2026-01-15 12:29:18,0
2026-01-15 12:29:37,0
2026-01-15 12:29:56,0
2026-01-15 12:30:15,0
2026-01-15 12:30:34,0
2026-01-15 12:30:53,0
2026-01-15 12:31:12,0
2026-01-15 12:31:31,0
2026-01-15 12:31:50,0
2026-01-15 12:32:09,0
2026-01-15 12:32:28,0
2026-01-15 12:32:47,0
2026-01-15 12:33:06,0
2026-01-15 12:33:25,0
2026-01-15 12:33:44,0
2026-01-15 12:40:58,803
2026-01-15 12:41:21,781
2026-01-15 12:41:45,1148
2026-01-15 12:42:09,873
2026-01-15 12:45:55,2184
2026-01-15 12:46:19,2343
2026-01-15 12:46:43,769
2026-01-15 12:47:06,1766
2026-01-15 12:47:30,762
2026-01-15 12:47:54,2890
2026-01-15 12:48:18,2528
2026-01-15 12:48:42,1770
2026-01-15 12:49:05,756
2026-01-15 12:49:29,757
2026-01-15 12:49:53,4092
2026-01-15 12:53:24,1613
2026-01-15 12:53:47,753
2026-01-15 12:54:11,2122
2026-01-15 12:54:35,756
2026-01-15 12:54:59,2253
2026-01-15 12:55:22,1270
2026-01-15 12:55:46,751
2026-01-15 12:56:10,1934
2026-01-15 12:56:34,2510
2026-01-15 12:56:57,1697
2026-01-15 12:57:21,1398
2026-01-15 13:05:08,727
2026-01-15 13:05:32,744
2026-01-15 13:05:56,760
2026-01-15 13:06:19,752
2026-01-15 13:06:43,1992
2026-01-15 13:10:19,0
2026-01-15 13:10:43,1038
2026-01-15 13:11:06,824
2026-01-15 13:11:48,0
2026-01-15 13:12:07,0
2026-01-15 13:12:26,0
2026-01-15 13:12:45,0
2026-01-15 13:13:04,0
2026-01-15 13:13:23,0
2026-01-15 13:13:42,0
2026-01-15 13:14:01,0
2026-01-15 13:14:20,0
2026-01-15 13:14:39,0
2026-01-15 13:14:58,0
2026-01-15 13:15:17,0
2026-01-15 13:15:36,0
2026-01-15 13:15:55,0
2026-01-15 13:16:14,0
2026-01-15 13:16:33,0
2026-01-15 13:41:30,0
2026-01-15 13:41:49,0
2026-01-15 13:42:08,0
2026-01-15 13:42:27,0
2026-01-15 13:42:46,0
2026-01-15 13:43:05,0
2026-01-15 13:46:43,771
2026-01-15 13:47:06,767
2026-01-15 13:47:30,762
2026-01-15 13:47:54,774
2026-01-15 13:48:18,737
2026-01-15 13:48:41,758
2026-01-15 13:49:05,680
2026-01-15 13:49:29,748
2026-01-15 13:49:53,1510
2026-01-15 13:50:17,1138
2026-01-15 13:50:40,842
2026-01-15 13:51:04,1060
2026-01-15 13:51:28,764
2026-01-15 13:51:51,1249
2026-01-15 13:52:15,1093
2026-01-15 13:52:39,1630
2026-01-15 13:53:03,745
2026-01-15 13:53:27,1320
2026-01-15 13:53:50,1279
2026-01-15 13:54:14,1019
