Time,rpm
2026-01-15 13:54:38,860
2026-01-15 13:55:02,752
2026-01-15 13:55:26,2071
2026-01-15 13:55:49,751
2026-01-15 13:56:13,765
2026-01-15 13:56:37,1255
2026-01-15 13:57:00,1353
2026-01-15 13:57:24,1125
2026-01-15 13:57:48,748
2026-01-15 13:58:12,756
2026-01-15 13:58:36,786
2026-01-15 13:58:59,1967
2026-01-15 13:59:23,1285
2026-01-15 13:59:47,1239
2026-01-15 14:00:10,838
2026-01-15 14:00:34,874
2026-01-15 14:00:58,757
2026-01-15 14:01:22,937
2026-01-15 14:01:46,1943
2026-01-15 14:02:09,767
2026-01-15 14:02:33,1377
2026-01-15 14:02:57,1233
2026-01-15 14:03:21,1017
2026-01-15 14:03:44,768
2026-01-15 14:04:08,812
2026-01-15 14:04:32,748
2026-01-15 14:04:56,721
2026-01-15 14:05:19,719
2026-01-15 14:05:43,760
2026-01-15 14:06:07,740
2026-01-15 14:06:31,757
2026-01-15 14:06:54,722
2026-01-15 14:07:22,0
2026-01-15 14:07:41,0
2026-01-15 14:08:32,0
2026-01-15 14:09:21,0
2026-01-15 14:09:40,0
2026-01-15 14:09:59,0
2026-01-15 14:10:18,0
2026-01-15 14:10:37,0
2026-01-15 14:10:56,0
2026-01-15 14:11:15,0
2026-01-15 14:11:34,0
2026-01-15 14:11:53,0
2026-01-15 14:12:12,0
2026-01-15 14:12:31,0
2026-01-15 14:12:50,0
2026-01-15 14:13:09,0
2026-01-15 14:13:28,0
2026-01-15 14:13:47,0
2026-01-15 14:14:06,0
2026-01-15 14:22:36,755
2026-01-15 14:23:00,749
2026-01-15 14:23:24,757
2026-01-15 14:23:48,1323
2026-01-15 14:24:12,1866
2026-01-15 14:24:48,1441
2026-01-15 14:25:11,1182
2026-01-15 14:25:35,1310
2026-01-15 14:25:59,750
2026-01-15 14:26:23,2474
2026-01-15 14:26:46,1921
2026-01-15 14:27:10,1475
2026-01-15 14:27:34,755
2026-01-15 14:27:58,1246
2026-01-15 14:28:22,1876
2026-01-15 14:28:45,1321
2026-01-15 14:29:09,747
2026-01-15 14:29:33,753
2026-01-15 14:29:57,2226
2026-01-15 14:30:20,1812
2026-01-15 14:30:44,1780
2026-01-15 14:31:08,836
2026-01-15 14:31:32,752
2026-01-15 14:31:56,1924
2026-01-15 14:32:19,1923
2026-01-15 14:32:43,1552
2026-01-15 14:33:07,1558
2026-01-15 14:33:31,1939
2026-01-15 14:33:54,749
2026-01-15 14:34:18,748
2026-01-15 14:34:42,893
2026-01-15 14:35:05,2020
2026-01-15 14:35:29,755
2026-01-15 14:35:53,1802
2026-01-15 14:36:17,759
2026-01-15 14:36:41,2191
2026-01-15 14:37:04,1264
2026-01-15 14:37:28,2069
2026-01-15 14:37:52,1190
2026-01-15 14:38:16,755
2026-01-15 14:38:39,750
2026-01-15 14:39:13,0
2026-01-15 14:39:32,0
2026-01-15 14:39:51,0
2026-01-15 14:40:10,0
2026-01-15 14:40:29,0
2026-01-15 14:40:48,0
2026-01-15 14:41:07,0
2026-01-15 14:41:26,0
2026-01-15 14:41:45,0
2026-01-15 14:42:04,0
2026-01-15 14:42:39,0
2026-01-15 14:43:03,0
2026-01-15 14:43:27,0
2026-01-15 14:43:50,0
2026-01-15 14:44:14,0
2026-01-15 14:44:38,0
2026-01-15 14:45:02,0
2026-01-15 14:45:25,0
2026-01-15 14:45:49,0
2026-01-15 14:46:13,0
2026-01-15 14:46:37,0
2026-01-15 14:47:00,0
2026-01-15 14:47:24,0
2026-01-15 14:47:48,0
2026-01-15 14:48:12,0
2026-01-15 14:48:35,0
2026-01-15 14:49:08,0
2026-01-15 14:49:27,0
2026-01-15 14:49:46,0
2026-01-15 14:50:24,785
2026-01-15 14:50:48,800
2026-01-15 14:51:11,754
2026-01-15 14:51:35,1576
2026-01-15 14:52:05,0
2026-01-15 14:52:25,0
2026-01-15 14:52:44,0
2026-01-15 14:53:02,0
2026-01-15 14:53:22,0
2026-01-15 14:53:41,0
2026-01-15 14:54:00,0
2026-01-15 14:54:19,0
2026-01-15 14:54:38,0
2026-01-15 14:54:57,0
2026-01-15 14:55:16,0
2026-01-15 14:55:35,0
2026-01-15 14:55:54,0
2026-01-15 14:56:13,0
2026-01-15 14:56:32,0
2026-01-15 14:56:51,0
