"Time","capability"
2026-01-14 18:20:56,0 rpm
2026-01-14 18:21:15,0 rpm
2026-01-14 18:21:34,0 rpm
2026-01-14 18:21:53,0 rpm
2026-01-14 18:22:12,0 rpm
2026-01-14 18:22:31,0 rpm
2026-01-14 18:22:50,0 rpm
2026-01-14 18:23:09,0 rpm
2026-01-14 18:23:28,0 rpm
2026-01-14 18:23:47,0 rpm
2026-01-14 21:11:22,0 rpm
2026-01-14 21:11:41,0 rpm
2026-01-14 21:12:00,0 rpm
2026-01-14 21:12:19,0 rpm
2026-01-14 21:12:38,0 rpm
2026-01-14 21:12:57,0 rpm
2026-01-14 21:13:16,0 rpm
2026-01-14 21:13:35,0 rpm
2026-01-14 21:13:54,0 rpm
2026-01-14 21:14:13,0 rpm
2026-01-14 21:14:32,0 rpm
2026-01-14 21:14:51,0 rpm
2026-01-14 21:15:10,0 rpm
2026-01-14 21:15:29,0 rpm
2026-01-14 21:15:48,0 rpm
2026-01-14 21:16:07,0 rpm
2026-01-15 00:03:36,0 rpm
2026-01-15 00:03:55,0 rpm
2026-01-15 00:04:14,0 rpm
2026-01-15 00:04:33,0 rpm
2026-01-15 00:04:52,0 rpm
2026-01-15 00:05:11,0 rpm
2026-01-15 00:05:30,0 rpm
2026-01-15 00:05:49,0 rpm
2026-01-15 00:06:08,0 rpm
2026-01-15 00:06:27,0 rpm
2026-01-15 00:06:46,0 rpm
2026-01-15 00:07:05,0 rpm
2026-01-15 00:07:24,0 rpm
2026-01-15 00:07:43,0 rpm
2026-01-15 00:08:03,0 rpm
2026-01-15 00:08:21,0 rpm
2026-01-15 02:55:54,0 rpm
2026-01-15 02:56:13,0 rpm
2026-01-15 02:56:32,0 rpm
2026-01-15 02:56:51,0 rpm
2026-01-15 02:57:10,0 rpm
2026-01-15 02:57:29,0 rpm
2026-01-15 02:57:48,0 rpm
2026-01-15 02:58:07,0 rpm
2026-01-15 02:58:26,0 rpm
2026-01-15 02:58:45,0 rpm
2026-01-15 02:59:04,0 rpm
2026-01-15 02:59:23,0 rpm
2026-01-15 02:59:42,0 rpm
2026-01-15 03:00:01,0 rpm
2026-01-15 03:00:20,0 rpm
2026-01-15 03:00:39,0 rpm
2026-01-15 05:48:07,0 rpm
2026-01-15 05:48:27,0 rpm
2026-01-15 05:48:45,0 rpm
2026-01-15 05:49:04,0 rpm
2026-01-15 05:49:24,0 rpm
2026-01-15 05:49:42,0 rpm
2026-01-15 05:50:02,0 rpm
2026-01-15 05:50:21,0 rpm
2026-01-15 05:50:39,0 rpm
2026-01-15 05:50:59,0 rpm
2026-01-15 05:51:18,0 rpm
2026-01-15 05:51:36,0 rpm
2026-01-15 05:51:56,0 rpm
2026-01-15 05:52:15,0 rpm
2026-01-15 05:52:34,0 rpm
2026-01-15 05:52:53,0 rpm
2026-01-15 08:40:22,0 rpm
2026-01-15 08:40:41,0 rpm
2026-01-15 08:41:00,0 rpm
2026-01-15 08:41:18,0 rpm
2026-01-15 08:41:38,0 rpm
2026-01-15 08:41:57,0 rpm
2026-01-15 08:42:16,0 rpm
2026-01-15 08:42:35,0 rpm
2026-01-15 08:42:54,0 rpm
2026-01-15 08:43:13,0 rpm
2026-01-15 08:43:32,0 rpm
2026-01-15 08:43:51,0 rpm
2026-01-15 08:44:10,0 rpm
2026-01-15 08:44:29,0 rpm
2026-01-15 08:44:48,0 rpm
2026-01-15 08:45:07,0 rpm
2026-01-15 10:23:44,0 rpm
2026-01-15 10:24:15,864 rpm
2026-01-15 10:24:39,1264 rpm
2026-01-15 10:25:03,993 rpm
2026-01-15 10:25:26,813 rpm
2026-01-15 10:25:50,807 rpm
2026-01-15 10:26:14,915 rpm
2026-01-15 10:26:50,0 rpm
2026-01-15 10:27:09,0 rpm
2026-01-15 10:27:28,0 rpm
2026-01-15 10:27:47,0 rpm
2026-01-15 10:28:06,0 rpm
2026-01-15 10:28:25,0 rpm
2026-01-15 10:28:44,0 rpm
2026-01-15 10:29:03,0 rpm
2026-01-15 10:29:22,0 rpm
2026-01-15 10:29:41,0 rpm
2026-01-15 10:30:00,0 rpm
2026-01-15 10:30:19,0 rpm
2026-01-15 10:30:38,0 rpm
2026-01-15 10:30:57,0 rpm
2026-01-15 10:31:16,0 rpm
2026-01-15 10:31:35,0 rpm
2026-01-15 10:32:42,808 rpm
2026-01-15 10:33:06,811 rpm
2026-01-15 10:33:30,806 rpm
2026-01-15 10:33:54,801 rpm
2026-01-15 10:36:10,0 rpm
2026-01-15 10:36:29,0 rpm
2026-01-15 10:36:48,0 rpm
2026-01-15 10:37:07,0 rpm
2026-01-15 10:37:27,0 rpm
2026-01-15 10:37:45,0 rpm
2026-01-15 10:38:04,0 rpm
2026-01-15 10:38:24,0 rpm
2026-01-15 10:38:42,0 rpm
2026-01-15 10:39:02,0 rpm
2026-01-15 10:39:21,0 rpm
2026-01-15 10:39:39,0 rpm
2026-01-15 10:39:59,0 rpm
2026-01-15 10:43:24,0 rpm
2026-01-15 10:47:58,803 rpm
2026-01-15 10:48:22,801 rpm
2026-01-15 10:48:46,801 rpm
2026-01-15 10:49:10,797 rpm
2026-01-15 10:49:33,798 rpm
2026-01-15 10:49:57,798 rpm
2026-01-15 10:50:21,795 rpm
2026-01-15 10:50:45,797 rpm
2026-01-15 10:51:08,797 rpm
2026-01-15 10:51:32,791 rpm
2026-01-15 10:51:56,791 rpm
2026-01-15 10:52:20,791 rpm
2026-01-15 10:52:43,789 rpm
2026-01-15 10:53:07,789 rpm
2026-01-15 10:53:31,790 rpm
2026-01-15 10:56:39,0 rpm
2026-01-15 10:57:03,0 rpm
2026-01-15 10:57:26,0 rpm
2026-01-15 10:57:50,0 rpm
2026-01-15 10:58:14,0 rpm
2026-01-15 10:58:37,0 rpm
2026-01-15 10:59:01,0 rpm
2026-01-15 10:59:25,0 rpm
2026-01-15 10:59:49,0 rpm
2026-01-15 11:00:13,0 rpm
2026-01-15 11:00:36,0 rpm
2026-01-15 11:01:03,0 rpm
2026-01-15 11:01:22,0 rpm
2026-01-15 11:01:41,0 rpm
2026-01-15 11:02:00,0 rpm
2026-01-15 11:02:29,0 rpm
2026-01-15 11:03:10,0 rpm
2026-01-15 11:03:29,0 rpm
2026-01-15 11:03:48,0 rpm
2026-01-15 11:04:07,0 rpm
2026-01-15 11:04:26,0 rpm
2026-01-15 11:04:45,0 rpm
2026-01-15 11:05:04,0 rpm
2026-01-15 11:05:23,0 rpm
2026-01-15 11:05:42,0 rpm
2026-01-15 11:06:01,0 rpm
2026-01-15 11:06:20,0 rpm
2026-01-15 11:06:39,0 rpm
2026-01-15 11:06:58,0 rpm
2026-01-15 11:07:17,0 rpm
2026-01-15 11:07:36,0 rpm
2026-01-15 11:07:55,0 rpm
2026-01-15 11:29:01,0 rpm
2026-01-15 11:29:20,0 rpm
2026-01-15 11:29:39,0 rpm
2026-01-15 11:29:58,0 rpm
2026-01-15 11:30:17,0 rpm
2026-01-15 11:30:36,0 rpm
2026-01-15 11:30:55,0 rpm
2026-01-15 11:31:14,0 rpm
2026-01-15 11:31:33,0 rpm
2026-01-15 11:31:52,0 rpm
2026-01-15 11:32:11,0 rpm
2026-01-15 11:32:30,0 rpm
2026-01-15 11:32:49,0 rpm
2026-01-15 11:33:08,0 rpm
2026-01-15 11:33:28,0 rpm
2026-01-15 11:33:46,0 rpm
2026-01-15 11:51:00,804 rpm
2026-01-15 11:51:23,791 rpm
2026-01-15 11:51:47,795 rpm
2026-01-15 11:52:07,0 rpm
2026-01-15 11:52:26,0 rpm
2026-01-15 11:52:45,0 rpm
2026-01-15 11:53:04,0 rpm
2026-01-15 11:53:23,0 rpm
2026-01-15 11:53:42,0 rpm
2026-01-15 11:54:01,0 rpm
2026-01-15 11:54:20,0 rpm
2026-01-15 11:54:39,0 rpm
2026-01-15 11:54:58,0 rpm
2026-01-15 11:55:17,0 rpm
2026-01-15 11:55:36,0 rpm
2026-01-15 11:55:55,0 rpm
2026-01-15 11:56:14,0 rpm
2026-01-15 11:56:33,0 rpm
2026-01-15 11:56:53,0 rpm
2026-01-15 12:02:59,0 rpm
2026-01-15 12:03:40,0 rpm
2026-01-15 12:04:03,0 rpm
2026-01-15 12:04:27,0 rpm
2026-01-15 12:04:51,0 rpm
2026-01-15 12:05:15,0 rpm
2026-01-15 12:05:38,0 rpm
2026-01-15 12:06:02,0 rpm
2026-01-15 12:06:26,0 rpm
2026-01-15 12:06:50,0 rpm
2026-01-15 12:07:14,0 rpm
2026-01-15 12:07:37,0 rpm
2026-01-15 12:08:01,0 rpm
2026-01-15 12:08:25,0 rpm
2026-01-15 12:09:17,0 rpm
2026-01-15 12:09:36,0 rpm
2026-01-15 12:09:55,0 rpm
2026-01-15 12:10:14,0 rpm
2026-01-15 12:10:42,0 rpm
2026-01-15 12:11:01,0 rpm
2026-01-15 12:11:20,0 rpm
2026-01-15 12:11:39,0 rpm
2026-01-15 12:11:58,0 rpm
2026-01-15 12:12:17,0 rpm
2026-01-15 12:12:36,0 rpm
2026-01-15 12:12:55,0 rpm
2026-01-15 12:13:14,0 rpm
2026-01-15 12:13:33,0 rpm
2026-01-15 12:13:52,0 rpm
2026-01-15 12:14:11,0 rpm
2026-01-15 12:14:30,0 rpm
2026-01-15 12:14:49,0 rpm
2026-01-15 12:15:08,0 rpm
2026-01-15 12:15:27,0 rpm
2026-01-15 12:28:59,0 rpm
2026-01-15 12:29:18,0 rpm
2026-01-15 12:29:37,0 rpm
2026-01-15 12:29:56,0 rpm
2026-01-15 12:30:15,0 rpm
2026-01-15 12:30:34,0 rpm
2026-01-15 12:30:53,0 rpm
2026-01-15 12:31:12,0 rpm
2026-01-15 12:31:31,0 rpm
2026-01-15 12:31:50,0 rpm
2026-01-15 12:32:09,0 rpm
2026-01-15 12:32:28,0 rpm
2026-01-15 12:32:47,0 rpm
2026-01-15 12:33:06,0 rpm
2026-01-15 12:33:25,0 rpm
2026-01-15 12:33:44,0 rpm
2026-01-15 12:40:58,803 rpm
2026-01-15 12:41:21,781 rpm
2026-01-15 12:41:45,1148 rpm
2026-01-15 12:42:09,873 rpm
2026-01-15 12:45:55,2184 rpm
2026-01-15 12:46:19,2343 rpm
2026-01-15 12:46:43,769 rpm
2026-01-15 12:47:06,1766 rpm
2026-01-15 12:47:30,762 rpm
2026-01-15 12:47:54,2890 rpm
2026-01-15 12:48:18,2528 rpm
2026-01-15 12:48:42,1770 rpm
2026-01-15 12:49:05,756 rpm
2026-01-15 12:49:29,757 rpm
2026-01-15 12:49:53,4092 rpm
2026-01-15 12:53:24,1613 rpm
2026-01-15 12:53:47,753 rpm
2026-01-15 12:54:11,2122 rpm
2026-01-15 12:54:35,756 rpm
2026-01-15 12:54:59,2253 rpm
2026-01-15 12:55:22,1270 rpm
2026-01-15 12:55:46,751 rpm
2026-01-15 12:56:10,1934 rpm
2026-01-15 12:56:34,2510 rpm
2026-01-15 12:56:57,1697 rpm
2026-01-15 12:57:21,1398 rpm
2026-01-15 13:05:08,727 rpm
2026-01-15 13:05:32,744 rpm
2026-01-15 13:05:56,760 rpm
2026-01-15 13:06:19,752 rpm
2026-01-15 13:06:43,1992 rpm
2026-01-15 13:10:19,0 rpm
2026-01-15 13:10:43,1038 rpm
2026-01-15 13:11:06,824 rpm
2026-01-15 13:11:48,0 rpm
2026-01-15 13:12:07,0 rpm
2026-01-15 13:12:26,0 rpm
2026-01-15 13:12:45,0 rpm
2026-01-15 13:13:04,0 rpm
2026-01-15 13:13:23,0 rpm
2026-01-15 13:13:42,0 rpm
2026-01-15 13:14:01,0 rpm
2026-01-15 13:14:20,0 rpm
2026-01-15 13:14:39,0 rpm
2026-01-15 13:14:58,0 rpm
2026-01-15 13:15:17,0 rpm
2026-01-15 13:15:36,0 rpm
2026-01-15 13:15:55,0 rpm
2026-01-15 13:16:14,0 rpm
2026-01-15 13:16:33,0 rpm
2026-01-15 13:41:30,0 rpm
2026-01-15 13:41:49,0 rpm
2026-01-15 13:42:08,0 rpm
2026-01-15 13:42:27,0 rpm
2026-01-15 13:42:46,0 rpm
2026-01-15 13:43:05,0 rpm
2026-01-15 13:46:43,771 rpm
2026-01-15 13:47:06,767 rpm
2026-01-15 13:47:30,762 rpm
2026-01-15 13:47:54,774 rpm
2026-01-15 13:48:18,737 rpm
2026-01-15 13:48:41,758 rpm
2026-01-15 13:49:05,680 rpm
2026-01-15 13:49:29,748 rpm
2026-01-15 13:49:53,1510 rpm
2026-01-15 13:50:17,1138 rpm
2026-01-15 13:50:40,842 rpm
2026-01-15 13:51:04,1060 rpm
2026-01-15 13:51:28,764 rpm
2026-01-15 13:51:51,1249 rpm
2026-01-15 13:52:15,1093 rpm
2026-01-15 13:52:39,1630 rpm
2026-01-15 13:53:03,745 rpm
2026-01-15 13:53:27,1320 rpm
2026-01-15 13:53:50,1279 rpm
2026-01-15 13:54:14,1019 rpm
2026-01-15 13:54:38,860 rpm
2026-01-15 13:55:02,752 rpm
2026-01-15 13:55:26,2071 rpm
2026-01-15 13:55:49,751 rpm
2026-01-15 13:56:13,765 rpm
2026-01-15 13:56:37,1255 rpm
2026-01-15 13:57:00,1353 rpm
2026-01-15 13:57:24,1125 rpm
2026-01-15 13:57:48,748 rpm
2026-01-15 13:58:12,756 rpm
2026-01-15 13:58:36,786 rpm
2026-01-15 13:58:59,1967 rpm
2026-01-15 13:59:23,1285 rpm
2026-01-15 13:59:47,1239 rpm
2026-01-15 14:00:10,838 rpm
2026-01-15 14:00:34,874 rpm
2026-01-15 14:00:58,757 rpm
2026-01-15 14:01:22,937 rpm
2026-01-15 14:01:46,1943 rpm
2026-01-15 14:02:09,767 rpm
2026-01-15 14:02:33,1377 rpm
2026-01-15 14:02:57,1233 rpm
2026-01-15 14:03:21,1017 rpm
2026-01-15 14:03:44,768 rpm
2026-01-15 14:04:08,812 rpm
2026-01-15 14:04:32,748 rpm
2026-01-15 14:04:56,721 rpm
2026-01-15 14:05:19,719 rpm
2026-01-15 14:05:43,760 rpm
2026-01-15 14:06:07,740 rpm
2026-01-15 14:06:31,757 rpm
2026-01-15 14:06:54,722 rpm
2026-01-15 14:07:22,0 rpm
2026-01-15 14:07:41,0 rpm
2026-01-15 14:08:32,0 rpm
2026-01-15 14:09:21,0 rpm
2026-01-15 14:09:40,0 rpm
2026-01-15 14:09:59,0 rpm
2026-01-15 14:10:18,0 rpm
2026-01-15 14:10:37,0 rpm
2026-01-15 14:10:56,0 rpm
2026-01-15 14:11:15,0 rpm
2026-01-15 14:11:34,0 rpm
2026-01-15 14:11:53,0 rpm
2026-01-15 14:12:12,0 rpm
2026-01-15 14:12:31,0 rpm
2026-01-15 14:12:50,0 rpm
2026-01-15 14:13:09,0 rpm
2026-01-15 14:13:28,0 rpm
2026-01-15 14:13:47,0 rpm
2026-01-15 14:14:06,0 rpm
2026-01-15 14:22:36,755 rpm
2026-01-15 14:23:00,749 rpm
2026-01-15 14:23:24,757 rpm
2026-01-15 14:23:48,1323 rpm
2026-01-15 14:24:12,1866 rpm
2026-01-15 14:24:48,1441 rpm
2026-01-15 14:25:11,1182 rpm
2026-01-15 14:25:35,1310 rpm
2026-01-15 14:25:59,750 rpm
2026-01-15 14:26:23,2474 rpm
2026-01-15 14:26:46,1921 rpm
2026-01-15 14:27:10,1475 rpm
2026-01-15 14:27:34,755 rpm
2026-01-15 14:27:58,1246 rpm
2026-01-15 14:28:22,1876 rpm
2026-01-15 14:28:45,1321 rpm
2026-01-15 14:29:09,747 rpm
2026-01-15 14:29:33,753 rpm
2026-01-15 14:29:57,2226 rpm
2026-01-15 14:30:20,1812 rpm
2026-01-15 14:30:44,1780 rpm
2026-01-15 14:31:08,836 rpm
2026-01-15 14:31:32,752 rpm
2026-01-15 14:31:56,1924 rpm
2026-01-15 14:32:19,1923 rpm
2026-01-15 14:32:43,1552 rpm
2026-01-15 14:33:07,1558 rpm
2026-01-15 14:33:31,1939 rpm
2026-01-15 14:33:54,749 rpm
2026-01-15 14:34:18,748 rpm
2026-01-15 14:34:42,893 rpm
2026-01-15 14:35:05,2020 rpm
2026-01-15 14:35:29,755 rpm
2026-01-15 14:35:53,1802 rpm
2026-01-15 14:36:17,759 rpm
2026-01-15 14:36:41,2191 rpm
2026-01-15 14:37:04,1264 rpm
2026-01-15 14:37:28,2069 rpm
2026-01-15 14:37:52,1190 rpm
2026-01-15 14:38:16,755 rpm
2026-01-15 14:38:39,750 rpm
2026-01-15 14:39:13,0 rpm
2026-01-15 14:39:32,0 rpm
2026-01-15 14:39:51,0 rpm
2026-01-15 14:40:10,0 rpm
2026-01-15 14:40:29,0 rpm
2026-01-15 14:40:48,0 rpm
2026-01-15 14:41:07,0 rpm
2026-01-15 14:41:26,0 rpm
2026-01-15 14:41:45,0 rpm
2026-01-15 14:42:04,0 rpm
2026-01-15 14:42:39,0 rpm
2026-01-15 14:43:03,0 rpm
2026-01-15 14:43:27,0 rpm
2026-01-15 14:43:50,0 rpm
2026-01-15 14:44:14,0 rpm
2026-01-15 14:44:38,0 rpm
2026-01-15 14:45:02,0 rpm
2026-01-15 14:45:25,0 rpm
2026-01-15 14:45:49,0 rpm
2026-01-15 14:46:13,0 rpm
2026-01-15 14:46:37,0 rpm
2026-01-15 14:47:00,0 rpm
2026-01-15 14:47:24,0 rpm
2026-01-15 14:47:48,0 rpm
2026-01-15 14:48:12,0 rpm
2026-01-15 14:48:35,0 rpm
2026-01-15 14:49:08,0 rpm
2026-01-15 14:49:27,0 rpm
2026-01-15 14:49:46,0 rpm
2026-01-15 14:50:24,785 rpm
2026-01-15 14:50:48,800 rpm
2026-01-15 14:51:11,754 rpm
2026-01-15 14:51:35,1576 rpm
2026-01-15 14:52:05,0 rpm
2026-01-15 14:52:25,0 rpm
2026-01-15 14:52:44,0 rpm
2026-01-15 14:53:02,0 rpm
2026-01-15 14:53:22,0 rpm
2026-01-15 14:53:41,0 rpm
2026-01-15 14:54:00,0 rpm
2026-01-15 14:54:19,0 rpm
2026-01-15 14:54:38,0 rpm
2026-01-15 14:54:57,0 rpm
2026-01-15 14:55:16,0 rpm
2026-01-15 14:55:35,0 rpm
2026-01-15 14:55:54,0 rpm
2026-01-15 14:56:13,0 rpm
2026-01-15 14:56:32,0 rpm
2026-01-15 14:56:51,0 rpm

